text,date,source,month,year,BRIscore,BRIsentiment,tokenized_text
india alone will have to stand against china the american political oligarchs are their puppets,2022-02-27T16:30:54Z,youtube,2,2022,0,Neutral,"['india', 'alone', 'stand', 'against', 'china', 'american', 'political', 'oligarch', 'puppet']"
very informative i think the us politicians are a sellout,2022-02-27T15:51:10Z,youtube,2,2022,0,Neutral,"['informative', 'think', 'u', 'politician', 'sellout']"
pakistan can39t pay it backhow to get china loans ask biden they take overnot a good idea stupidity running our countries,2022-02-27T15:45:09Z,youtube,2,2022,-0.3891,Negative,"['pakistan', 'can39t', 'pay', 'backhow', 'get', 'china', 'loan', 'ask', 'biden', 'take', 'overnot', 'good', 'idea', 'stupidity', 'running', 'country']"
you are the best journalist in world,2022-02-27T14:49:26Z,youtube,2,2022,0,Neutral,"['best', 'journalist', 'world']"
too much route    too much problemsbrthe road to xanadu,2022-02-27T11:10:00Z,youtube,2,2022,0,Neutral,"['much', 'route', 'much', 'problemsbrthe', 'road', 'xanadu']"
this is the year of jubilee,2022-02-27T06:43:56Z,youtube,2,2022,0,Neutral,"['year', 'jubilee']"
dear you and china have the same weight category but you lose and make excusesbr,2022-02-26T19:24:55Z,youtube,2,2022,0,Neutral,"['dear', 'china', 'weight', 'category', 'lose', 'make', 'excusesbr']"
sister im very greatful for you because without you i would  stile be so blind  to whats going on around me now i must  say to  you many thanks and i give to you  great  respect blessed you,2022-02-26T16:25:58Z,youtube,2,2022,0,Neutral,"['sister', 'im', 'greatful', 'without', 'would', 'stile', 'blind', 'whats', 'going', 'around', 'must', 'say', 'many', 'thanks', 'give', 'great', 'respect', 'blessed']"
a 2 loan of 38bn for 25 years i know we have to b critical and all that but how isn39t that a good deal responsibility has to b taken for failing to pay,2022-02-26T09:54:45Z,youtube,2,2022,-0.431,Negative,"['2', 'loan', '38bn', '25', 'year', 'know', 'b', 'critical', 'isn39t', 'good', 'deal', 'responsibility', 'b', 'taken', 'failing', 'pay']"
the problem of course is that xi jinping will die before 2049 quotah the best laid plans of mice and menquotbr grinning face with smiling eyes,2022-02-26T06:23:08Z,youtube,2,2022,-0.34,Negative,"['problem', 'course', 'xi', 'jinping', 'die', '2049', 'quotah', 'best', 'laid', 'plan', 'mouse', 'menquotbr', 'grinning', 'face', 'with', 'smiling', 'eye']"
what39s the alternative for such chinese plan,2022-02-26T05:36:06Z,youtube,2,2022,0,Neutral,"['what39s', 'alternative', 'chinese', 'plan']"
putin has three waves of forces the army  the kgb and the russian mafia some of the most feared people in the world they do his dirty work without any questions or paper work  tired facebrand the ukraine will be suck with them when the army leaves  alien,2022-02-26T05:07:00Z,youtube,2,2022,-0.8516,Negative,"['putin', 'three', 'wave', 'force', 'army', 'kgb', 'russian', 'mafia', 'feared', 'people', 'world', 'dirty', 'work', 'without', 'question', 'paper', 'work', 'tired', 'facebrand', 'ukraine', 'suck', 'with', 'army', 'leaf', 'alien']"
bring it,2022-02-26T03:57:41Z,youtube,2,2022,0,Neutral,['bring']
world domination my ass people are sick of america39s dollar running roughshod over everyone else,2022-02-25T02:32:34Z,youtube,2,2022,-0.7906,Negative,"['world', 'domination', 'as', 'people', 'sick', 'america39s', 'dollar', 'running', 'roughshod', 'everyone', 'else']"
i country can t even pay what they borrowed from china  pleading face pleading face,2022-02-24T10:38:21Z,youtube,2,2022,-0.1027,Negative,"['country', 'even', 'pay', 'borrowed', 'china', 'pleading', 'face', 'pleading', 'face']"
every person in the world  globe showing Europe-Africa has the right to sue china over covid 19 damages brthe damage to our country39s because of china39s covid 19 lie all their assets should have leans on them and in the end they are bankrupt bror do you believe covid 19 was not created in a laboratory,2022-02-23T12:26:11Z,youtube,2,2022,0,Neutral,"['every', 'person', 'world', 'globe', 'showing', 'Europe-Africa', 'right', 'sue', 'china', 'covid', '19', 'damage', 'brthe', 'damage', 'country39s', 'china39s', 'covid', '19', 'lie', 'asset', 'lean', 'end', 'bankrupt', 'bror', 'believe', 'covid', '19', 'not', 'created', 'laboratory']"
please listen to me trudeau is very well known about this war was going to happen ukraine and russia     china and trudeau has had many meetings he is planning to use canada for our resources oil amp fields and metals   our potash is in danger delhe wants to pay off canadas debt and get a little more rich  you need to research what i am saying please this was a opportunity for trudeau to enforce the war measures act     to be able to control every thing god be with us all amen    del,2022-02-21T21:50:13Z,youtube,2,2022,0,Neutral,"['please', 'listen', 'trudeau', 'well', 'known', 'war', 'going', 'happen', 'ukraine', 'russia', 'china', 'trudeau', 'many', 'meeting', 'planning', 'use', 'canada', 'resource', 'oil', 'amp', 'field', 'metal', 'potash', 'danger', 'delhe', 'want', 'pay', 'canada', 'debt', 'get', 'little', 'rich', 'need', 'research', 'saying', 'please', 'opportunity', 'trudeau', 'enforce', 'war', 'measure', 'act', 'able', 'control', 'every', 'thing', 'god', 'with', 'u', 'amen', 'del']"
good appreciate wion put this matter on table as i39ve known about it during interim proposed prior to becoming bri amp projects interesting how that is supposedly evaluated difficult as that may be so appreciate any attempt to value but seems relatively low may omit externalize or attempt mitigating many costs risks hazards impositions harm beside consider socio econ environment resource issues with currency markets services prices amp values distorted as they have become but consider all the lcas for resources energy consented ethical requirements amp treaties oversight objective metrics amp accountability complex as those have been amp still expected nor by no means conclusive or else sure there are risks amp hazards i39m unaware or haven39t experienced such as life rights liberties protections conflicts beside environment inhabitants communities abiotic components among functional ecosystems function amp bioservices often eradicated destroyed sacrificed if ever compromised for dubious or immoral profit so whether purported quality vs limited quantity just among many immoral acts amp violations merely further dubious reckless roi for unsustainable skewed volatile socio econ constructs extracting eradicating affecting people amp relationships with earth or still skewed as ever yi dai yi lu follow up on that,2022-02-20T21:12:31Z,youtube,2,2022,0,Neutral,"['good', 'appreciate', 'wion', 'put', 'matter', 'table', 'i39ve', 'known', 'interim', 'proposed', 'prior', 'becoming', 'bri', 'amp', 'project', 'interesting', 'supposedly', 'evaluated', 'difficult', 'may', 'appreciate', 'attempt', 'value', 'seems', 'relatively', 'low', 'may', 'omit', 'externalize', 'attempt', 'mitigating', 'many', 'cost', 'risk', 'hazard', 'imposition', 'harm', 'beside', 'consider', 'socio', 'econ', 'environment', 'resource', 'issue', 'with', 'currency', 'market', 'service', 'price', 'amp', 'value', 'distorted', 'become', 'consider', 'lcas', 'resource', 'energy', 'consented', 'ethical', 'requirement', 'amp', 'treaty', 'oversight', 'objective', 'metric', 'amp', 'accountability', 'complex', 'amp', 'still', 'expected', 'no', 'mean', 'conclusive', 'else', 'sure', 'risk', 'amp', 'hazard', 'i39m', 'unaware', 'haven39t', 'experienced', 'life', 'right', 'liberty', 'protection', 'conflict', 'beside', 'environment', 'inhabitant', 'community', 'abiotic', 'component', 'among', 'functional', 'ecosystem', 'function', 'amp', 'bioservices', 'often', 'eradicated', 'destroyed', 'sacrificed', 'ever', 'compromised', 'dubious', 'immoral', 'profit', 'whether', 'purported', 'quality', 'v', 'limited', 'quantity', 'among', 'many', 'immoral', 'act', 'amp', 'violation', 'merely', 'dubious', 'reckless', 'roi', 'unsustainable', 'skewed', 'volatile', 'socio', 'econ', 'construct', 'extracting', 'eradicating', 'affecting', 'people', 'amp', 'relationship', 'with', 'earth', 'still', 'skewed', 'ever', 'yi', 'dai', 'yi', 'lu', 'follow']"
if india has to survive to china it has to show unprecedented growth and sustainabilty in the next 5 10 years or else,2022-02-20T07:17:48Z,youtube,2,2022,0,Neutral,"['india', 'survive', 'china', 'show', 'unprecedented', 'growth', 'sustainabilty', 'next', '5', '10', 'year', 'else']"
it was so good to be informed of what s going on in different countries  thanks for your transparent reporting,2022-02-18T18:39:46Z,youtube,2,2022,0,Neutral,"['good', 'informed', 'going', 'different', 'country', 'thanks', 'transparent', 'reporting']"
sri lanka is a much better country than india too much poverty in india,2022-02-14T14:05:36Z,youtube,2,2022,0,Neutral,"['sri', 'lanka', 'much', 'better', 'country', 'india', 'much', 'poverty', 'india']"
excellent news wel jop,2022-02-14T13:28:36Z,youtube,2,2022,0,Neutral,"['excellent', 'news', 'wel', 'jop']"
you re the best,2022-02-13T19:10:59Z,youtube,2,2022,0,Neutral,['best']
not difficult to put 2amp2 togetherchina infiltrate every government yours is next,2022-02-13T15:18:29Z,youtube,2,2022,0,Neutral,"['not', 'difficult', 'put', '2amp2', 'togetherchina', 'infiltrate', 'every', 'government', 'next']"
not really news if you take out a mortgage and can t repay   what does the banks do  yes it takes back your house tell me a loan company that doesn t do something similar no one forces these countries to take out any loans if they think the us will offer anything better then why don t they approach the us for a deal,2022-02-13T09:10:35Z,youtube,2,2022,0,Neutral,"['not', 'really', 'news', 'take', 'mortgage', 'repay', 'bank', 'yes', 'take', 'back', 'house', 'tell', 'loan', 'company', 'something', 'similar', 'no', 'one', 'force', 'country', 'take', 'loan', 'think', 'u', 'offer', 'anything', 'better', 'approach', 'u', 'deal']"
what china planning didi you should report represent this on television yaha sirf faaltu ke dj ban rahe,2022-02-11T15:49:54Z,youtube,2,2022,0,Neutral,"['china', 'planning', 'didi', 'report', 'represent', 'television', 'yaha', 'sirf', 'faaltu', 'ke', 'dj', 'ban', 'rahe']"
well china will not be able to dominate future world it will be islamic forces who will dominateand make this world unliveable first think of that realitydon39t ignore thisbecause that is something which is going to happenwhybecause of middlemen amongst non islamic people who just don39t understand what grave foolishness they are doing for their own future by supporting farce human rights and secularism concepts in lieu of money going to their private accounts,2022-02-11T06:02:03Z,youtube,2,2022,-0.7269,Negative,"['well', 'china', 'not', 'able', 'dominate', 'future', 'world', 'islamic', 'force', 'dominateand', 'make', 'world', 'unliveable', 'first', 'think', 'realitydon39t', 'ignore', 'thisbecause', 'something', 'going', 'happenwhybecause', 'middleman', 'amongst', 'non', 'islamic', 'people', 'don39t', 'understand', 'grave', 'foolishness', 'future', 'supporting', 'farce', 'human', 'right', 'secularism', 'concept', 'lieu', 'money', 'going', 'private', 'account']"
50 years later on unmarked wion graves we fail in life,2022-02-10T22:39:55Z,youtube,2,2022,0,Neutral,"['50', 'year', 'later', 'unmarked', 'wion', 'graf', 'fail', 'life']"
great reporting palki thanks  i am saying this to each of your videosbrchina is very scary seeing what they do to countries they dominate like tibet very smart very ruthless with their regional and world dominance no one to stop them except the usa,2022-02-10T04:14:19Z,youtube,2,2022,0,Neutral,"['great', 'reporting', 'palki', 'thanks', 'saying', 'videosbrchina', 'scary', 'seeing', 'country', 'dominate', 'like', 'tibet', 'smart', 'ruthless', 'with', 'regional', 'world', 'dominance', 'no', 'one', 'stop', 'except', 'usa']"
she39s great,2022-02-08T17:36:39Z,youtube,2,2022,0,Neutral,"['she39s', 'great']"
but in the meantime china is busy recolonising africa and they are stepping openeyed into it as you pointed out in a previous video,2022-02-08T15:19:01Z,youtube,2,2022,0,Neutral,"['meantime', 'china', 'busy', 'recolonising', 'africa', 'stepping', 'openeyed', 'pointed', 'previous', 'video']"
same done by usa and uk when they were superone time,2022-02-08T00:58:56Z,youtube,2,2022,0,Neutral,"['done', 'usa', 'uk', 'superone', 'time']"
at least the chinese are much wiser in spending their money the americans wasted 3 trillion dollars in afghanistan murdering countless people india is a member of the asian infrastructure investment bank which finances the bampr project,2022-02-07T04:03:45Z,youtube,2,2022,0,Neutral,"['least', 'chinese', 'much', 'wiser', 'spending', 'money', 'american', 'wasted', '3', 'trillion', 'dollar', 'afghanistan', 'murdering', 'countless', 'people', 'india', 'member', 'asian', 'infrastructure', 'investment', 'bank', 'finance', 'bampr', 'project']"
palkinot commenting on paytm indiastatue of unity and other  infrastructure funding in india,2022-02-06T07:42:15Z,youtube,2,2022,0,Neutral,"['palkinot', 'commenting', 'paytm', 'indiastatue', 'unity', 'infrastructure', 'funding', 'india']"
best news anchor in the entire news industry indian government should notice her work and should give her highest award  thumbs up,2022-02-06T01:33:36Z,youtube,2,2022,0,Neutral,"['best', 'news', 'anchor', 'entire', 'news', 'industry', 'indian', 'government', 'notice', 'work', 'give', 'highest', 'award', 'thumb']"
thank you for your truthchina global controldestabilizing  global economy with counterfeit money was a tool of china for over 100 years,2022-02-05T19:37:09Z,youtube,2,2022,0,Neutral,"['thank', 'truthchina', 'global', 'controldestabilizing', 'global', 'economy', 'with', 'counterfeit', 'money', 'tool', 'china', '100', 'year']"
great report sharma  flag right-facing fist left-facing fist flag  face blowing a kiss,2022-02-05T16:43:59Z,youtube,2,2022,0,Neutral,"['great', 'report', 'sharma', 'flag', 'right-facing', 'fist', 'left-facing', 'fist', 'flag', 'face', 'blowing', 'kiss']"
beautiful information news  smiling face smiling face smiling face smiling face smiling face jai,2022-02-04T17:37:54Z,youtube,2,2022,0,Neutral,"['beautiful', 'information', 'news', 'smiling', 'face', 'smiling', 'face', 'smiling', 'face', 'smiling', 'face', 'smiling', 'face', 'jai']"
cheap or pro us research  bat,2022-02-04T10:44:25Z,youtube,2,2022,0,Neutral,"['cheap', 'pro', 'u', 'research', 'bat']"
well if a nuclear war breaks out with the united states every human being is on this earth  really can  kiss their ass goodbye forever,2022-02-02T21:05:04Z,youtube,2,2022,-0.1082,Negative,"['well', 'nuclear', 'war', 'break', 'with', 'united', 'state', 'every', 'human', 'earth', 'really', 'kiss', 'as', 'goodbye', 'forever']"
where is india road and belt to help its neighbouring states for economic development instead of creating disinformatiion on social media against china,2022-02-02T02:12:46Z,youtube,2,2022,0,Neutral,"['india', 'road', 'belt', 'help', 'neighbouring', 'state', 'economic', 'development', 'instead', 'creating', 'disinformatiion', 'social', 'medium', 'against', 'china']"
loans by imf amp world banks are more vicious and debt traps than china loans for underdeveloped countries broooops the reason it39s not sustainable because india is not part of it  rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing rolling on the floor laughingbrwhat if india joins bri   thinking face  of course it39s a great plan  rolling on the floor laughing rolling on the floor laughing rolling on the floor laughingbrever wonder how many banks failed in india in last 4 years 1 2 3,2022-02-02T01:23:06Z,youtube,2,2022,0,Neutral,"['loan', 'imf', 'amp', 'world', 'bank', 'vicious', 'debt', 'trap', 'china', 'loan', 'underdeveloped', 'country', 'broooops', 'reason', 'it39s', 'not', 'sustainable', 'india', 'not', 'part', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughingbrwhat', 'india', 'join', 'bri', 'thinking', 'face', 'course', 'it39s', 'great', 'plan', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughingbrever', 'wonder', 'many', 'bank', 'failed', 'india', 'last', '4', 'year', '1', '2', '3']"
anyone who thinks bri is not sustainable living in a fools world  face with rolling eyes  rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,2022-02-02T01:16:31Z,youtube,2,2022,-0.4939,Negative,"['anyone', 'think', 'bri', 'not', 'sustainable', 'living', 'fool', 'world', 'face', 'with', 'rolling', 'eye', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing']"
offcouse a india chennal will never be side of china,2022-02-01T17:59:48Z,youtube,2,2022,0,Neutral,"['offcouse', 'india', 'chennal', 'never', 'side', 'china']"
incredible palki hats off to you for your fearless reporting,2022-02-01T10:56:58Z,youtube,2,2022,0,Neutral,"['incredible', 'palki', 'hat', 'fearless', 'reporting']"
chinese government won39t and doesn39t have enough cash or power to take over a small island i39m  glad you keep everyone updated,2022-01-31T04:30:41Z,youtube,1,2022,0,Neutral,"['chinese', 'government', 'won39t', 'doesn39t', 'enough', 'cash', 'power', 'take', 'small', 'island', 'i39m', 'glad', 'keep', 'everyone', 'updated']"
this is how reporting needs to be to the point and clear narration wion is indeed turning out to be a channel where you can expect authentic news reporting consistently,2022-01-29T22:41:10Z,youtube,1,2022,0,Neutral,"['reporting', 'need', 'point', 'clear', 'narration', 'wion', 'indeed', 'turning', 'channel', 'expect', 'authentic', 'news', 'reporting', 'consistently']"
wuhan virus father jinping unamused face,2022-01-29T07:38:53Z,youtube,1,2022,0,Neutral,"['wuhan', 'virus', 'father', 'jinping', 'unamused', 'face']"
you mislabeled kazakhstan as kyrgyzstan,2022-01-29T06:03:55Z,youtube,1,2022,0,Neutral,"['mislabeled', 'kazakhstan', 'kyrgyzstan']"
don39t buy chinese crap you know like harbor freight,2022-01-28T23:59:18Z,youtube,1,2022,0,Neutral,"['don39t', 'buy', 'chinese', 'crap', 'know', 'like', 'harbor', 'freight']"
with 29 males for everyone female your numbers seem to be far higher than what we39re coming up with i39m hoping your number are correctcheyenne will not be what they think they are it39s a short run for them they look good now but not for longbrand to stop them cold all is we need to do is not buy they39re crap as we constantly weiner ourselves from these ccp mobsters they have less and less so instead ofstroking their egos by saying how strong they are we just need to ignore that they even exist,2022-01-28T23:57:34Z,youtube,1,2022,0,Neutral,"['with', '29', 'male', 'everyone', 'female', 'number', 'seem', 'far', 'higher', 'we39re', 'coming', 'with', 'i39m', 'hoping', 'number', 'correctcheyenne', 'not', 'think', 'it39s', 'short', 'run', 'look', 'good', 'not', 'longbrand', 'stop', 'cold', 'need', 'not', 'buy', 'they39re', 'crap', 'constantly', 'weiner', 'ccp', 'mobster', 'le', 'le', 'instead', 'ofstroking', 'ego', 'saying', 'strong', 'need', 'ignore', 'even', 'exist']"
xi jinpingpong created his project that eventually bang his head on one belt amp plenty of head banging block head ache where nations cannot pay him back,2022-01-27T18:56:12Z,youtube,1,2022,-0.4946,Negative,"['xi', 'jinpingpong', 'created', 'project', 'eventually', 'bang', 'head', 'one', 'belt', 'amp', 'plenty', 'head', 'banging', 'block', 'head', 'ache', 'nation', 'not', 'pay', 'back']"
thank you  information is wealth  flag thumbs up victory hand,2022-01-27T03:09:05Z,youtube,1,2022,0,Neutral,"['thank', 'information', 'wealth', 'flag', 'thumb', 'victory', 'hand']"
thank for your news,2022-01-27T00:42:00Z,youtube,1,2022,0,Neutral,"['thank', 'news']"
they are simply doing what usa did in latin america decades ago,2022-01-26T14:03:51Z,youtube,1,2022,0,Neutral,"['simply', 'usa', 'latin', 'america', 'decade', 'ago']"
democracy is haram forbidden shirk in islam  we don39t want democracy  face with rolling eyes we want devolpent,2022-01-26T05:03:34Z,youtube,1,2022,-0.296,Negative,"['democracy', 'haram', 'forbidden', 'shirk', 'islam', 'don39t', 'want', 'democracy', 'face', 'with', 'rolling', 'eye', 'want', 'devolpent']"
what39s your problem,2022-01-26T04:59:51Z,youtube,1,2022,0,Neutral,"['what39s', 'problem']"
si    sa     delle   capacit     di  quest uomo     dittatore   e   di   una  cattiveria    inaudita       ed       stato   proprio   questo  sig e  il   suo  paese     ad  infettare    il   mondo    non  volendo   riconoscere  le  proprie   colpe  tuttora   riconosciute  da  tutto   il  mondo     lui  non  vuole  ammettere   il  suo  errore     che   si   appresti     a  risarcire     tutti   gli  infettati             anche  se  si  sa   che      stata  una  macchinazione     per  portare  il   mondo  in  questo  stato         da   lui  e i  suoi amici,2022-01-25T11:24:29Z,youtube,1,2022,0,Neutral,"['si', 'sa', 'delle', 'capacit', 'di', 'quest', 'uomo', 'dittatore', 'e', 'di', 'una', 'cattiveria', 'inaudita', 'ed', 'stato', 'proprio', 'questo', 'sig', 'e', 'il', 'suo', 'paese', 'ad', 'infettare', 'il', 'mondo', 'non', 'volendo', 'riconoscere', 'le', 'proprie', 'colpe', 'tuttora', 'riconosciute', 'da', 'tutto', 'il', 'mondo', 'lui', 'non', 'vuole', 'ammettere', 'il', 'suo', 'errore', 'che', 'si', 'appresti', 'risarcire', 'tutti', 'gli', 'infettati', 'anche', 'se', 'si', 'sa', 'che', 'stata', 'una', 'macchinazione', 'per', 'portare', 'il', 'mondo', 'questo', 'stato', 'da', 'lui', 'e', 'suoi', 'amici']"
only a delusionthe future superpowers in asia will be philippines and india,2022-01-25T11:20:27Z,youtube,1,2022,0,Neutral,"['delusionthe', 'future', 'superpower', 'asia', 'philippine', 'india']"
she is a great journalist that everybody needs to listen thank you for sharing to us,2022-01-25T02:18:17Z,youtube,1,2022,0,Neutral,"['great', 'journalist', 'everybody', 'need', 'listen', 'thank', 'sharing', 'u']"
love your show amp  spacex we  traveled to boca chica to the the starshing get built amp we got the s dual motor fsd last christmas  Christmas tree  smiling face with sunglasses still have the cybertruck tri motor or 4 motor fsd on order i got lots of solar amp backup battery system to charge them both love tsla stock,2022-01-24T13:36:09Z,youtube,1,2022,0,Neutral,"['love', 'show', 'amp', 'spacex', 'traveled', 'boca', 'chica', 'starshing', 'get', 'built', 'amp', 'got', 'dual', 'motor', 'fsd', 'last', 'christmas', 'Christmas', 'tree', 'smiling', 'face', 'with', 'sunglass', 'still', 'cybertruck', 'tri', 'motor', '4', 'motor', 'fsd', 'order', 'got', 'lot', 'solar', 'amp', 'backup', 'battery', 'system', 'charge', 'love', 'tsla', 'stock']"
excellent reporting i am a regular listener all the best,2022-01-24T06:25:04Z,youtube,1,2022,0,Neutral,"['excellent', 'reporting', 'regular', 'listener', 'best']"
right people on the right slots could a long way towards perfection and completion  analysis   research  and  reporting have these days become a game of recurrent  bullying as the numerous intelligence and enforcement agencies remaining unmotivated   administration is in the grip of a lot of  official drain and diseases national wealth is thus eroded unevaluated corruption dominates  and quality of life disappears  in short there shall be a ban on political opportunism  thinking face and the faculty of politics as led by a mass black flag demonstrations  black flag  thinking face in all the nations   southern cross  latin cross  OK hand  relieved face  raising hands nations shall continue their war on civilization  and  ignorance,2022-01-24T05:14:54Z,youtube,1,2022,0,Neutral,"['right', 'people', 'right', 'slot', 'could', 'long', 'way', 'towards', 'perfection', 'completion', 'analysis', 'research', 'reporting', 'day', 'become', 'game', 'recurrent', 'bullying', 'numerous', 'intelligence', 'enforcement', 'agency', 'remaining', 'unmotivated', 'administration', 'grip', 'lot', 'official', 'drain', 'disease', 'national', 'wealth', 'thus', 'eroded', 'unevaluated', 'corruption', 'dominates', 'quality', 'life', 'disappears', 'short', 'shall', 'ban', 'political', 'opportunism', 'thinking', 'face', 'faculty', 'politics', 'led', 'mass', 'black', 'flag', 'demonstration', 'black', 'flag', 'thinking', 'face', 'nation', 'southern', 'cross', 'latin', 'cross', 'OK', 'hand', 'relieved', 'face', 'raising', 'hand', 'nation', 'shall', 'continue', 'war', 'civilization', 'ignorance']"
e,2022-01-24T01:57:50Z,youtube,1,2022,0,Neutral,['e']
and not one bullet fired money money money it39s a rich chinese world you name it thay make it cheap cheap cheap just looking around my house china has a footprint on everything i own iam not saying i admire them not by any stretch of the emagination but it39s looking to me it39s easy for them to get a foothold in practically every country in the world what are they using money money money in the right places let me think could it be influence in governments surely not,2022-01-23T10:02:33Z,youtube,1,2022,0,Neutral,"['not', 'one', 'bullet', 'fired', 'money', 'money', 'money', 'it39s', 'rich', 'chinese', 'world', 'name', 'thay', 'make', 'cheap', 'cheap', 'cheap', 'looking', 'around', 'house', 'china', 'footprint', 'everything', 'iam', 'not', 'saying', 'admire', 'not', 'stretch', 'emagination', 'it39s', 'looking', 'it39s', 'easy', 'get', 'foothold', 'practically', 'every', 'country', 'world', 'using', 'money', 'money', 'money', 'right', 'place', 'let', 'think', 'could', 'influence', 'government', 'surely', 'not']"
you are hella cute smart to rear,2022-01-23T03:54:16Z,youtube,1,2022,0,Neutral,"['hella', 'cute', 'smart', 'rear']"
china learned from watching america and britain do this for decades,2022-01-23T00:54:22Z,youtube,1,2022,0,Neutral,"['china', 'learned', 'watching', 'america', 'britain', 'decade']"
india wants to replace china and dominate itself  rolling on the floor laughing but it is a super pooping power  rolling on the floor laughing,2022-01-22T16:46:36Z,youtube,1,2022,0,Neutral,"['india', 'want', 'replace', 'china', 'dominate', 'rolling', 'floor', 'laughing', 'super', 'pooping', 'power', 'rolling', 'floor', 'laughing']"
you are very talented i can watch you talking day and night     thanks from aghossen mauritius,2022-01-22T13:21:18Z,youtube,1,2022,0,Neutral,"['talented', 'watch', 'talking', 'day', 'night', 'thanks', 'aghossen', 'mauritius']"
indian pain show that we are doing some thing good that39s why we support china and its bri projects,2022-01-21T16:26:52Z,youtube,1,2022,0,Neutral,"['indian', 'pain', 'show', 'thing', 'good', 'that39s', 'support', 'china', 'bri', 'project']"
god told us about the chinese doing this a long time ago  lol it s nice that you can confirm the bible lol,2022-01-20T03:30:42Z,youtube,1,2022,0,Neutral,"['god', 'told', 'u', 'chinese', 'long', 'time', 'ago', 'lol', 'nice', 'confirm', 'bible', 'lol']"
speak only joke and bullshitbrcrying cryingbrindia near to end,2022-01-19T19:09:30Z,youtube,1,2022,0,Neutral,"['speak', 'joke', 'bullshitbrcrying', 'cryingbrindia', 'near', 'end']"
i realy hope that in india all the sidarhtas sleepping in the hearts of every one will be awaken by this kind of imformations and news namaste to everybody,2022-01-19T08:32:08Z,youtube,1,2022,0,Neutral,"['realy', 'hope', 'india', 'sidarhtas', 'sleepping', 'heart', 'every', 'one', 'awaken', 'kind', 'imformations', 'news', 'namaste', 'everybody']"
why doesn t she report conditions in indian occupation in kashmir,2022-01-18T23:00:42Z,youtube,1,2022,0,Neutral,"['report', 'condition', 'indian', 'occupation', 'kashmir']"
you are so bias only speak negative about china,2022-01-18T13:04:38Z,youtube,1,2022,0,Neutral,"['bias', 'speak', 'negative', 'china']"
uncle sam and mickey mouse are very proud with wion channel my congrats beautiful yankee supporter,2022-01-17T19:53:13Z,youtube,1,2022,0,Neutral,"['uncle', 'sam', 'mickey', 'mouse', 'proud', 'with', 'wion', 'channel', 'congrats', 'beautiful', 'yankee', 'supporter']"
these people aspire for many illegal things to gain for their party development but these criminals will be doomed as it has been done to british empire usa imperialism and finally soviet become a defunct political system middle east islamist doom is very much visible as soon they lost the control of oil these islamist will beg for food and water all over the world,2022-01-17T16:49:25Z,youtube,1,2022,-0.9559,Negative,"['people', 'aspire', 'many', 'illegal', 'thing', 'gain', 'party', 'development', 'criminal', 'doomed', 'done', 'british', 'empire', 'usa', 'imperialism', 'finally', 'soviet', 'become', 'defunct', 'political', 'system', 'middle', 'east', 'islamist', 'doom', 'much', 'visible', 'soon', 'lost', 'control', 'oil', 'islamist', 'beg', 'food', 'water', 'world']"
it has some problems like any plan but i don t think it s failing because people in the developing countries really need investments and better infrastructure to do business with each other,2022-01-17T12:32:28Z,youtube,1,2022,-0.1779,Negative,"['problem', 'like', 'plan', 'think', 'failing', 'people', 'developing', 'country', 'really', 'need', 'investment', 'better', 'infrastructure', 'business', 'with']"
at least china is developing infrastructure instead of bombing by usa and it39s nato allies,2022-01-17T09:41:55Z,youtube,1,2022,0,Neutral,"['least', 'china', 'developing', 'infrastructure', 'instead', 'bombing', 'usa', 'it39s', 'nato', 'ally']"
a race of serpent vipers alien flying saucer lizard snake,2022-01-17T03:20:39Z,youtube,1,2022,0,Neutral,"['race', 'serpent', 'viper', 'alien', 'flying', 'saucer', 'lizard', 'snake']"
jealousy is a disease  woozy face woozy face face with tears of joy face with tears of joy rolling on the floor laughing rolling on the floor laughing,2022-01-17T01:29:23Z,youtube,1,2022,-0.3182,Negative,"['jealousy', 'disease', 'woozy', 'face', 'woozy', 'face', 'face', 'with', 'tear', 'joy', 'face', 'with', 'tear', 'joy', 'rolling', 'floor', 'laughing', 'rolling', 'floor', 'laughing']"
this news anchor sharma is against to pakistan and china,2022-01-16T17:44:18Z,youtube,1,2022,0,Neutral,"['news', 'anchor', 'sharma', 'against', 'pakistan', 'china']"
lndian holds the unimaginable undisputed amp unbreakable world record for the longest time being colinized and also by the most countries with the british alone responsible for looting 45 trillion amp 18 billion indians died from deprivation in 1757 1947,2022-01-15T23:18:47Z,youtube,1,2022,0,Neutral,"['lndian', 'hold', 'unimaginable', 'undisputed', 'amp', 'unbreakable', 'world', 'record', 'longest', 'time', 'colinized', 'also', 'country', 'with', 'british', 'alone', 'responsible', 'looting', '45', 'trillion', 'amp', '18', 'billion', 'indian', 'died', 'deprivation', '1757', '1947']"
